100000 -1486618624
-480736 -492036 U
-473396 -497150 D
-485246 -476301 D
-488478 -486643 L
-483894 -475893 D
-490922 -474021 U
-469924 -488187 U
-467864 -485330 U
-495779 -472729 L
-485594 -479079 R
-482719 -468158 L
-473751 -471115 R
-487875 -493504 U
-480295 -481768 R
-496578 -481772 U
-473807 -484712 U
-481237 -471132 U
-478719 -491636 U
-479522 -472578 U
-468585 -497418 D
-476586 -492674 R
-480800 -494481 U
-481900 -474701 D
-490920 -483680 R
-482911 -474412 D
-492955 -488532 U
-470391 -483850 D
-496205 -475419 U
-477642 -493252 D
-485017 -494707 U
-487320 -471117 L
-480443 -496735 D
-475574 -481121 D
-491488 -496926 L
-485048 -483234 D
-491226 -490616 L
-474062 -495822 L
-481301 -481422 D
-479527 -494453 D
-475325 -496721 L
-484442 -471632 L
-488639 -498266 L
-471086 -478002 R
-480003 -470950 U
-482732 -499236 L
-497935 -488077 R
-481638 -493355 L
-496381 -497396 R
-489561 -472778 D
-477281 -485240 R
-484043 -470845 U
-494740 -488500 R
-481319 -481284 U
-479361 -481864 D
-474512 -472882 L
-497128 -484427 U
-473546 -487325 U
-483247 -498263 U
-496561 -490724 D
-483513 -483648 R
-478542 -473578 D
-485985 -471875 R
-474186 -490535 L
-468358 -489772 D
-481618 -484881 U
-484555 -477632 D
-481962 -488548 U
-478327 -493042 R
-498426 -468492 U
-496671 -498477 R
-490534 -484357 U
-473083 -481715 U
-497315 -487020 D
-490388 -488424 D
-477358 -490900 U
-496944 -496639 L
-478548 -485854 L
-469288 -471137 L
-498209 -490146 R
-480775 -496588 R
-494328 -484462 U
-484902 -498929 R
-495200 -487529 U
-473380 -473640 D
-475469 -471695 L
-495462 -477289 L
-485413 -494128 D
-492422 -487853 D
-467866 -481238 D
-498007 -499049 U
-479889 -478578 L
-479211 -470712 U
-489251 -487817 R
-492478 -480886 U
-482183 -478142 L
-497649 -482393 U
-478302 -469212 D
-475451 -499914 D
-473275 -484956 R
-482044 -485897 D
-496867 -471285 R
-480912 -492009 L
-469898 -493492 D
-493275 -486943 L
-477732 -496821 U
-472481 -480248 U
-497543 -489071 R
-493097 -495872 L
-497889 -481333 U
-497722 -486606 U
-499674 -468570 U
-497780 -472344 L
-476506 -471570 U
-482964 -476103 D
-483145 -469774 R
-481312 -495500 D
-474178 -483433 R
-472470 -469595 D
-495378 -471121 L
-496137 -468397 L
-492663 -482721 R
-493787 -486258 U
-471166 -498747 D
-479979 -484139 D
-492915 -489707 U
-492663 -484725 U
-494903 -474904 R
-478850 -474383 D
-480897 -497290 R
-469625 -488228 R
-467541 -472337 U
-492657 -496998 D
-494255 -498643 L
-475184 -472875 D
-477754 -482697 U
-476899 -480188 U
-470407 -477939 L
-497454 -499315 L
-473379 -494664 R
-493299 -484944 L
-484477 -496243 D
-488973 -470329 U
-499834 -481370 L
-494285 -499713 U
-485671 -496764 L
-468212 -486113 L
-494829 -470197 D
-487824 -468746 L
-479280 -485851 L
-483800 -491655 U
-480064 -491165 D
-469242 -485491 U
-479498 -484548 U
-475267 -482906 R
-499682 -478663 U
-473282 -476226 L
-492133 -481110 R
-473686 -490408 R
-490817 -479808 R
-493508 -484980 D
-474979 -467427 R
-487885 -492984 R
-484574 -490507 U
-491231 -491695 L
-469384 -494828 L
-486855 -495963 L
-470815 -469133 D
-470430 -481460 R
-490355 -471789 U
-479363 -467777 U
-488936 -471465 U
-480409 -483223 D
-499791 -490974 D
-478825 -467725 U
-474601 -473771 R
-489881 -476590 R
-476168 -490614 D
-485518 -494887 R
-490164 -483045 D
-485757 -474953 D
-479294 -496429 D
-470774 -489301 R
-475542 -468507 L
-478176 -486951 D
-494073 -478472 D
-495255 -474120 L
-474915 -483999 U
-470136 -467876 D
-476193 -479252 D
-487201 -483446 D
-476046 -482620 U
-499260 -487346 L
-481964 -473518 U
-468096 -493932 D
-489918 -488147 U
-482381 -471182 U
-486037 -485001 L
-489501 -496353 R
-498977 -493511 U
-494738 -497455 L
-490129 -485997 D
-478696 -499274 L
-475711 -488730 L
-493600 -480381 R
-493696 -474048 R
-469270 -469936 L
-493070 -480084 U
-478560 -484167 D
-470948 -480966 L
-496810 -496003 R
-473096 -476967 D
-491503 -467698 D
-482196 -482472 D
-471990 -485164 U
-479997 -472019 L
-498244 -472817 U
-474094 -487989 D
-490847 -472677 D
-481449 -489291 L
-472339 -483064 U
-486608 -483947 L
-485537 -493384 D
-484358 -496660 U
-493685 -474096 L
-493572 -477365 R
-494552 -498473 D
-493151 -486641 L
-494276 -472490 R
-496382 -476914 R
-488442 -485924 D
-475944 -489024 D
-479559 -488787 D
-490887 -494394 L
-472996 -472949 U
-474767 -491810 D
-497298 -469163 U
-468278 -469343 U
-494044 -479371 R
-488146 -492637 L
-494251 -492020 D
-496035 -494645 D
-479376 -477915 D
-491599 -493314 U
-479469 -469163 L
-482650 -492178 D
-492257 -480373 L
-486493 -495822 R
-479149 -495354 L
-491408 -470035 U
-480034 -486232 U
-484062 -476241 U
-472478 -483305 R
-486040 -477605 D
-485535 -495494 D
-478864 -493265 D
-481524 -490071 D
-471828 -472511 R
-470302 -476118 L
-482343 -481772 U
-480331 -470187 U
-472044 -493679 D
-487974 -487821 U
-474139 -477951 D
-492870 -468298 D
-484095 -469787 R
-487937 -492203 L
-472897 -498761 D
-479479 -478151 D
-477851 -483332 U
-487555 -476934 R
-485917 -494543 U
-479745 -489181 U
-482221 -491915 D
-491400 -489496 U
-473842 -482303 R
-480383 -471838 D
-494776 -490804 L
-469824 -487320 U
-482974 -492051 L
-476067 -495208 D
-489864 -478827 U
-496170 -484555 L
-491560 -499259 U
-486686 -498716 U
-489379 -490760 R
-470241 -476311 R
-483093 -467322 D
-474691 -468493 D
-480131 -484243 D
-477593 -489565 D
-489598 -476492 U
-483051 -474681 L
-469637 -475464 R
-491368 -470915 U
-495331 -473357 L
-478742 -468282 D
-497056 -482266 R
-499014 -491476 R
-468157 -469272 L
-484438 -473467 L
-497878 -472312 D
-481490 -487560 D
-474582 -492466 D
-483307 -484139 D
-494442 -497552 L
-475354 -476193 D
-490329 -499621 U
-482990 -471282 U
-486615 -491734 R
-472985 -496892 R
-485031 -469163 U
-485807 -498021 U
-481916 -469251 L
-489662 -497827 D
-491247 -488849 D
-489118 -496954 D
-498200 -471005 R
-487216 -499172 U
-482685 -470039 L
-492266 -493116 U
-486649 -471291 U
-482963 -498083 R
-492750 -480922 U
-470187 -499453 L
-499699 -476101 D
-468106 -480880 U
-470632 -479088 L
-486720 -474957 L
-494610 -469821 L
-497082 -498391 D
-469867 -468503 U
-481719 -489838 D
-490511 -473473 L
-473747 -481914 R
-469990 -483852 R
-494832 -472069 U
-469635 -469772 L
-487374 -476640 U
-491755 -477052 U
-499585 -498895 L
-478430 -490944 D
-470709 -478474 R
-470369 -491933 R
-479576 -483352 U
-483094 -493476 D
-491813 -485579 R
-481693 -480986 L
-477475 -481516 D
-467999 -479596 L
-484692 -474837 U
-490927 -477873 R
-494960 -470539 L
-495390 -489661 D
-468307 -488595 D
-480893 -479581 R
-498579 -495518 R
-493917 -499246 U
-484947 -476346 D
-489873 -489779 R
-475211 -493995 L
-477437 -467726 D
-488359 -469917 L
-498610 -470476 R
-497187 -499528 U
-470126 -473832 D
-493965 -474691 R
-482869 -489704 D
-478617 -467603 D
-478879 -496839 L
-467884 -491579 D
-472849 -484621 R
-467713 -490845 U
-477173 -499769 R
-496476 -478250 R
-477108 -484850 D
-468519 -482985 U
-479228 -471573 R
-483753 -467753 D
-472728 -486046 D
-473015 -491737 D
-472032 -494845 R
-475413 -489170 R
-483220 -490832 U
-483421 -490658 D
-480666 -496034 U
-496417 -475667 L
-487156 -496925 U
-484780 -482499 D
-468971 -498379 U
-476554 -492745 U
-473927 -490844 R
-475327 -484986 R
-482057 -477459 U
-494419 -488974 R
-487931 -489154 U
-481953 -477874 L
-470555 -475765 R
-472455 -491853 L
-486058 -489035 R
-471661 -472061 D
-498022 -469385 D
-470971 -483866 U
-472370 -468447 D
-479541 -484677 U
-476484 -479371 L
-484438 -488132 D
-472711 -494257 U
-470947 -482625 U
-491992 -486432 U
-494736 -491942 L
-485449 -488806 D
-487778 -471721 U
-471940 -477656 R
-471099 -475458 U
-495380 -499707 D
-498234 -498985 R
-485398 -478835 U
-481605 -468748 D
-490394 -499043 D
-499965 -483094 U
-493765 -475107 U
-474873 -478471 R
-469618 -491251 D
-492581 -492515 U
-482527 -499478 L
-486664 -469521 R
-480942 -480126 D
-476218 -468818 U
-479551 -497008 R
-469579 -472318 U
-480046 -484415 D
-485365 -473451 R
-473216 -473626 D
-467781 -476774 U
-474808 -480123 R
-486949 -488237 D
-489459 -471805 L
-498795 -478527 R
-485059 -491746 L
-479573 -487431 U
-480594 -488844 D
-471076 -469546 U
-486679 -481210 L
-491818 -499716 L
-481585 -469829 D
-482446 -476558 U
-492567 -486074 L
-488846 -493256 U
-490041 -490998 L
-484614 -472166 D
-480728 -491959 D
-475023 -490303 D
-492819 -479168 D
-478054 -491482 L
-485881 -490753 U
-474116 -482319 L
-488742 -467677 U
-484620 -484239 U
-499250 -471690 R
-478197 -486610 D
-471552 -472353 L
-479135 -497343 U
-492969 -469196 R
-472760 -479238 U
-484757 -496449 L
-477585 -488455 L
-475913 -480104 R
-498138 -479679 R
-483115 -468950 L
-471651 -496644 L
-471376 -472462 L
-494276 -489250 D
-472848 -494113 L
-472747 -470685 L
-487275 -495137 U
-478746 -493202 R
-468753 -495756 L
-486358 -481053 R
-467588 -487830 R
-477410 -490664 L
-478123 -486132 D
-483246 -485128 R
-492310 -488864 U
-495465 -467428 R
-475646 -477353 R
-483226 -469930 R
-493765 -479885 L
-472549 -472357 U
-480902 -478769 L
-490408 -469616 U
-477424 -499310 R
-476890 -483033 D
-473224 -483024 R
-493900 -495607 U
-482307 -493049 D
-492350 -483572 L
-484942 -490952 D
-469478 -499173 L
-482701 -468783 R
-479324 -472994 R
-476690 -478048 R
-497926 -469882 L
-482070 -487869 U
-489337 -499388 L
-499644 -483750 L
-476782 -494822 R
-476589 -471331 R
-498488 -471036 U
-486219 -496885 L
-491483 -488792 D
-473668 -468118 U
-493245 -495088 R
-469012 -482357 L
-470659 -468955 R
-472251 -477350 L
-473748 -479151 L
-471213 -484581 D
-486494 -494305 U
-491966 -472735 L
-482127 -467277 L
-475047 -497370 R
-488741 -488091 U
-492368 -474545 R
-484850 -478479 U
-497918 -494533 R
-472859 -472591 L
-498723 -498126 R
-478736 -467295 R
-494673 -474742 L
-493454 -484071 U
-480686 -486487 D
-485810 -485247 U
-476114 -488930 U
-474907 -467979 R
-496892 -481910 U
-478971 -483068 R
-496636 -471013 L
-475573 -470765 U
-488005 -488776 R
-493452 -487913 U
-475143 -495560 U
-472677 -478119 L
-493374 -479171 D
-474536 -497096 L
-485148 -496769 U
-488143 -478151 D
-477233 -484946 R
-476951 -494919 R
-495176 -498366 R
-482936 -492517 L
-474060 -474176 U
-471499 -491183 D
-490289 -487072 R
-479689 -498681 U
-468409 -479963 D
-472645 -496413 R
-480139 -487751 D
-472274 -477807 R
-489458 -482900 D
-471989 -496238 R
-472392 -497170 U
-483791 -478710 U
-499410 -482408 R
-498148 -471036 L
-474002 -474019 L
-495468 -473629 D
-490475 -487617 L
-484562 -490507 D
-468090 -468132 D
-476872 -486044 D
-467866 -469785 U
-495134 -470529 R
-494446 -496716 D
-469307 -471410 L
-471387 -498468 L
-497706 -473944 U
-486507 -479904 U
-494040 -496563 U
-476894 -480811 R
-497402 -487252 D
-484343 -498810 L
-499377 -469279 D
-494038 -479864 U
-482016 -489332 R
-483277 -475979 R
-478685 -488050 U
-472212 -474229 U
-499930 -497833 D
-472149 -491680 L
-481850 -473726 R
-494935 -469395 R
-486582 -491850 U
-477914 -475494 U
-488434 -480762 D
-481377 -478443 U
-487675 -486339 L
-482427 -486636 U
-487616 -480792 R
-497866 -496038 L
-469127 -493071 R
-486877 -486317 U
-471023 -491993 D
-472085 -474910 L
-493047 -479724 L
-491430 -487883 U
-486951 -469536 U
-478339 -494273 U
-482507 -487880 U
-468906 -479578 L
-494823 -470152 L
-484906 -474042 R
-485446 -497278 U
-493282 -481379 L
-496081 -473334 D
-469701 -476238 L
-496663 -491971 R
-479265 -491171 R
-483753 -470510 U
-483401 -488710 R
-486073 -479581 L
-480134 -485143 L
-490267 -499621 L
-484924 -470417 L
-478618 -493337 U
-475824 -489784 D
-472384 -482779 D
-478661 -470887 R
-482046 -491898 R
-467379 -497158 R
-476638 -494694 L
-483458 -489007 U
-468385 -481586 D
-497870 -470214 R
-496498 -467597 L
-469533 -473566 L
-467487 -481106 U
-498393 -471948 L
-497392 -484634 D
-481438 -491171 D
-486932 -489537 L
-496768 -477047 D
-479556 -470830 D
-493438 -480902 D
-480514 -470893 D
-497714 -489663 L
-497824 -499155 L
-477568 -473290 L
-472823 -483267 L
-473815 -493168 L
-475509 -488020 R
-492863 -496407 U
-472299 -474336 R
-496965 -495091 U
-485181 -474956 U
-489607 -489560 U
-476906 -493829 R
-499312 -488017 U
-481535 -472192 L
-489060 -495973 L
-499701 -484299 D
-479844 -491319 L
-486800 -499053 L
-472059 -471905 U
-492457 -499099 U
-481779 -494521 D
-476057 -485023 L
-473116 -475105 L
-487837 -476124 L
-468782 -499926 L
-471389 -474568 D
-475539 -471762 L
-477836 -481769 L
-473749 -485311 L
-485432 -499853 L
-473154 -492055 L
-480055 -488138 R
-492814 -484311 R
-495590 -486942 R
-490736 -471797 U
-473352 -499614 L
-498326 -474234 D
-482697 -479117 L
-469983 -477487 L
-490615 -485082 R
-469434 -498302 U
-485992 -494299 U
-468512 -488432 L
-484653 -473140 R
-486340 -482682 U
-478840 -496850 D
-488871 -498797 U
-484329 -495965 D
-491957 -470216 R
-475804 -488853 R
-483357 -473670 L
-493094 -477042 R
-487926 -469068 L
-478892 -480249 L
-474232 -496048 R
-483193 -469296 L
-473805 -474355 D
-476983 -474001 U
-483147 -474965 U
-494780 -486890 D
-470417 -483578 U
-499465 -487820 D
-471518 -472566 R
-472301 -468283 L
-493214 -474099 U
-479339 -486463 D
-477181 -496086 U
-469971 -498556 L
-488967 -491144 R
-483885 -475520 D
-493713 -484822 D
-498277 -485107 L
-494861 -486910 U
-478308 -499641 R
-474353 -484960 D
-479467 -496080 L
-476243 -485241 L
-475379 -468408 D
-498421 -497157 D
-468706 -496857 L
-495310 -483073 R
-498636 -470344 D
-499151 -481253 L
-494753 -497376 L
-470398 -499272 R
-491251 -482433 L
-475545 -494547 L
-471740 -468216 L
-473055 -476969 R
-482887 -496094 D
-488878 -497716 D
-486187 -481132 L
-494877 -482800 U
-491264 -491283 D
-481721 -492971 L
-469034 -497514 L
-467466 -483164 L
-470775 -493213 U
-498063 -495734 R
-474335 -489859 L
-483280 -468580 D
-473000 -471062 U
-490429 -480149 D
-476094 -483540 D
-493414 -468412 D
-479481 -477007 D
-489184 -487857 U
-478893 -483073 R
-478661 -473367 L
-497592 -490011 U
-483767 -483255 D
-476391 -492773 U
-468183 -496171 U
-478182 -493804 R
-496122 -472391 D
-496289 -497675 L
-484659 -492917 U
-481974 -482847 L
-490985 -468688 D
-495213 -483547 D
-478346 -473793 R
-489555 -499735 L
-472227 -494968 R
-473186 -492949 D
-492767 -492904 D
-478565 -496140 U
-475452 -499900 D
-472824 -468479 U
-469114 -485464 D
-490578 -481185 U
-478349 -476636 R
-472501 -469981 R
-489115 -494037 R
-492100 -487223 R
-496074 -497908 L
-493962 -492580 R
-470254 -498433 L
-473071 -489220 L
-489941 -496618 L
-474874 -472301 R
-473538 -489244 R
-488975 -495843 U
-487765 -489227 U
-488960 -492587 R
-473848 -491148 L
-467379 -489705 L
-478598 -481140 D
-470958 -467741 D
-490941 -487835 U
-468028 -467644 D
-480206 -489265 L
-487829 -496258 U
-488184 -478980 D
-496420 -487844 D
-473107 -477992 D
-484072 -471950 R
-478337 -490028 U
-494464 -483165 U
-468431 -479924 L
-477023 -473504 R
-472855 -470320 U
-492867 -468402 D
-468960 -468240 L
-490460 -487600 U
-484623 -490146 U
-467528 -474827 D
-492321 -481402 U
-481488 -494730 U
-482764 -484115 D
-474381 -479298 L
-481210 -468755 D
-499291 -488638 D
-476658 -475728 L
-473920 -480504 L
-498999 -488840 L
-478774 -475474 U
-496730 -497773 U
-485371 -498089 R
-478554 -499570 U
-497489 -482365 L
-485317 -488066 U
-481743 -483392 D
-479664 -470398 U
-472891 -490387 L
-487760 -489272 R
-469123 -474604 R
-493542 -481612 L
-488773 -485504 R
-468906 -482050 U
-489113 -493551 L
-487641 -492312 R
-498534 -476918 U
-472839 -475180 R
-496276 -484154 L
-482928 -490779 L
-495837 -479782 D
-483796 -476821 U
-472059 -477881 R
-472105 -479407 R
-490136 -475568 D
-476712 -479035 L
-497693 -499823 U
-495221 -483637 U
-492887 -478106 D
-474110 -472955 L
-492179 -499009 L
-484548 -495798 U
-474512 -489218 L
-475172 -495637 R
-484742 -471954 R
-490079 -477771 U
-497937 -471955 L
-499697 -496626 R
-472502 -473235 U
-471545 -497214 L
-497256 -485816 R
-481722 -484006 L
-470582 -485463 U
-497667 -498669 U
-497154 -489362 D
-484866 -475828 L
-493559 -497834 L
-473027 -472435 R
-479509 -478890 L
-482676 -487315 R
-485644 -470687 D
-495396 -489732 D
-496191 -468582 R
-470930 -472948 U
-495527 -469738 L
-472396 -482332 U
-496619 -489278 U
-482858 -486593 L
-490726 -483571 D
-493551 -480343 L
-469111 -471723 R
-487821 -487269 U
-467791 -470183 U
-488293 -498206 U
-495639 -486371 L
-498046 -479694 R
-482589 -473869 D
-469373 -487687 R
-499831 -484679 R
-470763 -482739 L
-470584 -473500 R
-482063 -498170 L
-467491 -472728 U
-494174 -490646 D
-497158 -491599 U
-477268 -480019 L
-493479 -491500 L
-484146 -477192 L
-488676 -494197 U
-474101 -493898 L
-483957 -482659 D
-469893 -476591 U
-477554 -479817 U
-476389 -499668 D
-473482 -495513 D
-498929 -496393 U
-477586 -484166 R
-475888 -487752 D
-468432 -494810 U
-485882 -492781 D
-498479 -472888 D
-498191 -487042 D
-481346 -487192 U
-477255 -491222 R
-471230 -471569 U
-499842 -491335 R
-486866 -488094 L
-477072 -493023 R
-494982 -479361 U
-498587 -493741 R
-472330 -489857 U
-469338 -480141 D
-488863 -482628 L
-483163 -474424 R
-477556 -477147 R
-470372 -486480 L
-478651 -475450 L
-484542 -498373 U
-469179 -486582 D
-493280 -490951 R
-470695 -475705 R
-486103 -473639 R
-468365 -494537 D
-487011 -493767 D
-487568 -476322 U
-489115 -480403 U
-482375 -490469 R
-492698 -498458 R
-471558 -484276 D
-476541 -467644 R
-494928 -486958 L
-489921 -498951 L
-499394 -488612 U
-493246 -489917 U
-491841 -496138 R
-470484 -489110 U
-490023 -477289 D
-487298 -477626 D
-481993 -485849 U
-474498 -495760 R
-471433 -475223 R
-490914 -483910 L
-490067 -476266 D
-471014 -488776 R
-490033 -493939 U
-490820 -499843 D
-481124 -495401 R
-473333 -496924 D
-474909 -496257 R
-468268 -486155 L
-488390 -488728 L
-476342 -488122 L
-483975 -495837 U
-482768 -499602 U
-478310 -491140 R
-474932 -473891 R
-497452 -469008 U
-493357 -480839 D
-486398 -468340 L
-478516 -494960 L
-480585 -493597 R
